business_name,telephone,business_page,category,website,street,locality,region,zipcode
Stissing Mt Junior-Senior High,(518) 398-3000,https://www.yellowpages.com/pine-plains-ny/mip/stissing-mt-junior-senior-high-483732085,Public Schools,https://www.ppcsd.org,3731 Route 199,Pine Plains,NY,12567
Concerned Ecumenical Ministry,(716) 882-2442,https://www.yellowpages.com/buffalo-ny/mip/concerned-ecumenical-ministry-4522926,"Religious Organizations,Churches & Places of Worship",http://www.cembuffalo.org,286 Lafayette Ave,Buffalo,NY,14213
Fillmore Wesleyan Church,(585) 567-8814,https://www.yellowpages.com/fillmore-ny/mip/fillmore-wesleyan-church-5891014,"Religious Organizations,Wesleyan Churches,Churches & Places of Worship",https://www.fillmorewesleyan.church,20 E Main St,Fillmore,NY,14735
Church Of Jesus Christ Of Latter Day Saints,(315) 536-5635,https://www.yellowpages.com/penn-yan-ny/mip/church-of-jesus-christ-of-latter-day-saints-14876353,"Religious Organizations,Church of Jesus Christ of Latter-day Saints,Churches & Places of Worship",http://www.lds.org,1833 Flat St,Penn Yan,NY,14527
Sisters Of Saint Joseph,(315) 454-8362,https://www.yellowpages.com/syracuse-ny/mip/sisters-of-saint-joseph-20247553,"Religious Organizations,Convents & Monasteries",http://www.ssjphila.org,119 Wilmore Pl,Syracuse,NY,13208
Watertown City School District,(315) 785-3740,https://www.yellowpages.com/watertown-ny/mip/watertown-city-school-district-462429072,Public Schools,,739 Knickerbocker Dr,Watertown,NY,13601
Poland Central School District,(315) 826-7900,https://www.yellowpages.com/poland-ny/mip/poland-central-school-district-11228780,"Public Schools,Educational Services,Preschools & Kindergarten",https://www.polandcs.org,74 Cold Brook St,Poland,NY,13431
Yeshiva of Staten Island,(845) 626-7256,https://www.yellowpages.com/kerhonkson-ny/mip/yeshiva-of-staten-island-17226740,"Colleges & Universities,Schools",,323 Granite Rd,Kerhonkson,NY,12446
North Warren Central School,(518) 494-3015,https://www.yellowpages.com/chestertown-ny/mip/north-warren-central-school-473602081,"Public Schools,Educational Services",http://www.northwarren.k12.ny.us,6110 State Route 8,Chestertown,NY,12817
Yeshiva Derech Hatorah High,(347) 492-6611,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-derech-hatorah-high-481307542,Schools,https://www.ydh.org,321 Avenue N,Brooklyn,NY,11230
St Andrews Rectory,(716) 892-0425,https://www.yellowpages.com/buffalo-ny/mip/st-andrews-rectory-14046009,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,34 Francis Ave,Buffalo,NY,14212
Hammond Chapel,(518) 597-3347,https://www.yellowpages.com/crown-point-ny/mip/hammond-chapel-504332886,Religious Organizations,http://www.brickchurchonline.com,2076 Creek Rd,Crown Point,NY,12928
Sweet Home High School,(716) 250-1200,https://www.yellowpages.com/buffalo-ny/mip/sweet-home-high-school-543812936,"Public Schools,Educational Services,Schools",http://www.sweethomeschools.com,1901 Sweet Home Rd,Buffalo,NY,14228
Iroquois Middle School,(716) 652-3000,https://www.yellowpages.com/elma-ny/mip/iroquois-middle-school-461353842,"Public Schools,Schools,Government Offices",http://www.iroquoiscsd.org,Girdle Rd,Elma,NY,14059
The Solid Rock Church,(518) 439-4314,https://www.yellowpages.com/glenmont-ny/mip/the-solid-rock-church-17077335,"Religious Organizations,Interdenominational Full Gospel Churches,Full Gospel Churches",https://www.solidrockfamily.net,1 Kenwood Ave,Glenmont,NY,12077
Sisters of Mercy,(802) 859-9649,https://www.yellowpages.com/south-burlington-vt/mip/sisters-of-mercy-4854981,Religious Organizations,http://www.sistersofmercy.org,412 Farrell St,South Burlington,VT,05403
Town of Williamstown,(413) 458-5707,https://www.yellowpages.com/williamstown-ma/mip/town-of-williamstown-7197882,"Public Schools,Preschools & Kindergarten,Schools",http://www.northandoverpublicschools.com/schools/ecc,115 Church St,Williamstown,MA,01267
Alcs,(716) 375-6600,https://www.yellowpages.com/allegany-ny/mip/alcs-533544152,Public Schools,http://alcsny.org/site/mobile/default.aspx?domainid=4,120 Maple Ave,Allegany,NY,14706
Yeshiva Sharei Hatzlucha,(718) 331-1430,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-sharei-hatzlucha-469811837,Schools,,5309 18th Ave,Brooklyn,NY,11204
West Seneca Central Schools,(716) 677-3620,https://www.yellowpages.com/buffalo-ny/mip/west-seneca-central-schools-29360769,"Public Schools,Schools",,4100 Clinton St,Buffalo,NY,14224
Church Saint A - CLOSED,,https://www.yellowpages.com/hornell-ny/mip/church-saint-a-506369519,Religious Organizations,http://www.saintannschurch.com,343 Canisteo St,Hornell,NY,14843
Homer Central School District Junior High School Clinton Rd,(607) 749-1130,https://www.yellowpages.com/homer-ny/mip/homer-central-school-district-junior-high-school-clinton-rd-6646442,"Public Schools,Schools",,Clinton Rd,Homer,NY,13077
Ostrander Lynn H,(814) 368-5981,https://www.yellowpages.com/bradford-pa/mip/ostrander-lynn-h-6447013,Religious Organizations,,133 School St,Bradford,PA,16701
St. Vincent De Paul Church,(315) 479-6689,https://www.yellowpages.com/syracuse-ny/mip/st-vincent-de-paul-church-7820513,"Religious Organizations,Catholic Churches,Churches & Places of Worship",http://www.svdpvikings.com,342 Vine St,Syracuse,NY,13203
Congregation Yeshiva-Greater,(845) 362-8700,https://www.yellowpages.com/spring-valley-ny/mip/congregation-yeshiva-greater-538412195,Schools,,667 New Hempstead Rd,Spring Valley,NY,10977
Yeshiva Tiferes Moshe,(845) 262-1280,https://www.yellowpages.com/monsey-ny/mip/yeshiva-tiferes-moshe-472483254,"Colleges & Universities,Schools,Religious General Interest Schools",http://www.yhbtm.org,38 College Rd,Monsey,NY,10952
Yeshivas Ahavas Isreal,(845) 292-4876,https://www.yellowpages.com/liberty-ny/mip/yeshivas-ahavas-isreal-15906395,"Tutoring,Educational Services,Educational Consultants",,73 Old Monticello Rd,Liberty,NY,12754
City School Dist-The City,(716) 478-4625,https://www.yellowpages.com/lockport-ny/mip/city-school-dist-the-city-28914927,"Public Schools,Schools,Elementary Schools",http://www.lockportschools.org,319 West Ave,Lockport,NY,14094
Church In The Wind,(716) 824-8713,https://www.yellowpages.com/buffalo-ny/mip/church-in-the-wind-8886476,"Religious Organizations,Evangelical Covenant Churches,Churches & Places of Worship",,1526 Clinton St,Buffalo,NY,14206
Sacred Heart Church of Castleton,(518) 732-1106,https://www.yellowpages.com/castleton-on-hudson-ny/mip/sacred-heart-church-of-castleton-473553385,"Religious Organizations,Catholic Churches,Religious General Interest Schools",https://www.rcda.org,22 Stimpson Ave,Castleton On Hudson,NY,12033
Hope Ministry,(814) 964-3033,https://www.yellowpages.com/corry-pa/mip/hope-ministry-545559865,Religious Organizations,,160 W Smith St,Corry,PA,16407
Mohawk Assembly Of God,(518) 358-2456,https://www.yellowpages.com/hogansburg-ny/mip/mohawk-assembly-of-god-531328176,"Religious Organizations,Pentecostal Churches,Churches & Places of Worship",http://www.facebook.com/MohawkAssemblyofGod,7 Church St,Hogansburg,NY,13655
Bridgehampton Union Free School,(631) 537-0271,https://www.yellowpages.com/bridgehampton-ny/mip/bridgehampton-union-free-school-460284868,"Public Schools,Schools,Government Offices",http://www.bridgehampton.k12.ny.us,2685 Montauk Hwy,Bridgehampton,NY,11932
Gansevoort Elementary School,(315) 334-5180,https://www.yellowpages.com/rome-ny/mip/gansevoort-elementary-school-8778291,"Public Schools,Elementary Schools,Preschools & Kindergarten",https://www.romecsd.org,758 W Liberty St,Rome,NY,13440
Yeshiva Sholom Shachna,(718) 253-1664,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-sholom-shachna-484976925,Colleges & Universities,http://yeshivasholomshachna.com,401 Elmwood Ave,Brooklyn,NY,11230
Miracle Missions Full Gospel,(716) 842-2809,https://www.yellowpages.com/buffalo-ny/mip/miracle-missions-full-gospel-468248377,"Religious Organizations,Interdenominational Full Gospel Churches,Full Gospel Churches",http://www.miraclemissions.com,406 Sycamore St,Buffalo,NY,14204
Christian Missionary Alliance Church & Parsonage,(716) 769-7670,https://www.yellowpages.com/sherman-ny/mip/christian-missionary-alliance-church-parsonage-6345972,"Religious Organizations,Churches & Places of Worship",,9680 Route 430,Sherman,NY,14781
Ithaca City School District,(607) 274-2128,https://www.yellowpages.com/ithaca-ny/mip/ithaca-city-school-district-3562922,Public Schools,https://www.ithacacityschools.org/index.cfm/icsd/menu/transportation.htm,150 Bostwick Rd,Ithaca,NY,14850
Milo Center School,(315) 536-9051,https://www.yellowpages.com/penn-yan-ny/mip/milo-center-school-10374446,"Public Schools,Schools",,2497 Mcelwee Rd,Penn Yan,NY,14527
Frank P Long Intermediate School,(631) 730-1725,https://www.yellowpages.com/bellport-ny/mip/frank-p-long-intermediate-school-20350144,"Public Schools,Schools,Elementary Schools",http://www.southcountry.org,599 Brookhaven Ave,Bellport,NY,11713
First United Methodist,(315) 592-7347,https://www.yellowpages.com/fulton-ny/mip/first-united-methodist-7528600,"Religious Organizations,Methodist Churches,Churches & Places of Worship",https://www.fultonfirst.org,1408 State Route 176,Fulton,NY,13069
Flagship Free Will Baptist Church,(814) 616-8104,https://www.yellowpages.com/erie-pa/mip/flagship-free-will-baptist-church-557771874?lid=1002057378131,"Religious Organizations,Christian Churches,Methodist Churches",https://flagshipchurch.com,1959 E 36th St,Erie,PA,16510
Liverpool Central Schools,(315) 453-1132,https://www.yellowpages.com/liverpool-ny/mip/liverpool-central-schools-493977237,Public Schools,http://lhs.liverpool.k12.ny.us,3900 State Route 31,Liverpool,NY,13090
Yeshiva Of Great Mons,(845) 262-1992,https://www.yellowpages.com/monsey-ny/mip/yeshiva-of-great-mons-514379719,Schools,,133 Route 59,Monsey,NY,10952
Schroon Lake Centrl Schl,(518) 532-7164,https://www.yellowpages.com/schroon-lake-ny/mip/schroon-lake-centrl-schl-19813055,"Public Schools,Schools,Educational Services",http://www.schroonschool.org,214 N Main,Schroon Lake,NY,12870
Berne Elementary School,(518) 872-1482,https://www.yellowpages.com/berne-ny/mip/berne-elementary-school-3935963,"Public Schools,Middle Schools,Preschools & Kindergarten",http://www.bkwcsd.k12.ny.us,1738 Helderberg Trl,Berne,NY,12023
Buffalo Public Schools,(716) 816-4230,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-460267036,"Public Schools,Schools",http://www.buffaloschools.org,186 E North St,Buffalo,NY,14204
Canadice Methodist Church,(585) 367-2724,https://www.yellowpages.com/springwater-ny/mip/canadice-methodist-church-5119688,"Religious Organizations,Methodist Churches,Churches & Places of Worship",,5945 Canadice Hill Rd,Springwater,NY,14560
St. John the Evangelist Church,(315) 724-4347,https://www.yellowpages.com/new-hartford-ny/mip/st-john-the-evangelist-church-10526396,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,1 Sherman St,New Hartford,NY,13413
Medina Central Schools,(585) 798-2700,https://www.yellowpages.com/medina-ny/mip/medina-central-schools-15288844,"Public Schools,Schools",http://www.medinacsd.org,1 Mustang Dr,Medina,NY,14103
Bl Mary Angela Roman Catholic Parish,(716) 366-2705,https://www.yellowpages.com/dunkirk-ny/mip/bl-mary-angela-roman-catholic-parish-466689197,"Religious Organizations,Roman Catholic Churches,Catholic Churches",,12 N Pangolin St,Dunkirk,NY,14048
Tioga Elementary School,(607) 687-8002,https://www.yellowpages.com/tioga-center-ny/mip/tioga-elementary-school-28748488,"Public Schools,Schools",https://www.tiogacentral.org,41 5th Ave,Tioga Center,NY,13845
Park Terrace Elementary School,(518) 775-5750,https://www.yellowpages.com/gloversville-ny/mip/park-terrace-elementary-school-18792784,"Public Schools,Elementary Schools,Schools",https://www.gesdk12.org,50 Bloomingdale Ave,Gloversville,NY,12078
Jehovah's Witnesses,(716) 665-5691,https://www.yellowpages.com/jamestown-ny/mip/jehovahs-witnesses-512012602,"Religious Organizations,Jehovah's Witnesses Places of Worship,Churches & Places of Worship",http://www.watchtower.org,180 Martin Rd,Jamestown,NY,14701
Missionary Image Of Our Lady,(802) 524-5350,https://www.yellowpages.com/saint-albans-vt/mip/missionary-image-of-our-lady-461955213,"Religious Organizations,Missionary Churches,Churches & Places of Worship",http://www.jkmi.com,144 Sheldon Rd,Saint Albans,VT,05478
Frontier Middle School,(716) 926-1730,https://www.yellowpages.com/hamburg-ny/mip/frontier-middle-school-503439812,"Public Schools,Schools,Elementary Schools",http://www.frontier.wnyric.org/Domain/178,2751 Amsdell Rd,Hamburg,NY,14075
Jesus Christ Lives Restoration Ministry,(631) 657-3934,https://www.yellowpages.com/shirley-ny/mip/jesus-christ-lives-restoration-ministry-474166050,"Religious Organizations,Churches & Places of Worship",,85 Surrey Cir,Shirley,NY,11967
South Lewis Middle School and High School Middle School,(315) 348-2575,https://www.yellowpages.com/port-leyden-ny/mip/south-lewis-middle-school-and-high-school-middle-school-467763519,"Public Schools,Schools",,,Port Leyden,NY,13433
Pine Grove Middle School,(315) 434-3050,https://www.yellowpages.com/east-syracuse-ny/mip/pine-grove-middle-school-9012834,"Public Schools,Schools",http://www.esmschools.org,6318 Fremont Rd,East Syracuse,NY,13057
People's Undenominational Church Of Cedarville,(315) 736-1995,https://www.yellowpages.com/yorkville-ny/mip/peoples-undenominational-church-of-cedarville-9907234,"Religious Organizations,Evangelical Covenant Churches,Churches & Places of Worship",,11 Trinity Ave,Yorkville,NY,13495
Yeshiva Medrash L'man Achai,(718) 225-4003,https://www.yellowpages.com/oakland-gardens-ny/mip/yeshiva-medrash-lman-achai-9417935,Schools,,6745 215th St,Oakland Gardens,NY,11364
Yeshiva Machzikei Hadas,(518) 226-0358,https://www.yellowpages.com/saratoga-springs-ny/mip/yeshiva-machzikei-hadas-2929860,Schools,,1 Veterans Way,Saratoga Springs,NY,12866
Bemus Point Central School District,(716) 386-2375,https://www.yellowpages.com/bemus-point-ny/mip/bemus-point-central-school-district-467393218,"Public Schools,Schools",,Bus Garage Main Street Bp,Bemus Point,NY,14712
Akwesasne Freedom School,(518) 358-2073,https://www.yellowpages.com/hogansburg-ny/mip/akwesasne-freedom-school-467797389,Public Schools,http://freedom-school.org,Racquette Rd & Village Rd,Hogansburg,NY,13655
West Seneca Central School District,(716) 677-3100,https://www.yellowpages.com/buffalo-ny/mip/west-seneca-central-school-district-485732625,Public Schools,https://www.wscschools.org,250 Athens Blvd,Buffalo,NY,14223
Miniseri Restauracion,(631) 594-3098,https://www.yellowpages.com/southampton-ny/mip/miniseri-restauracion-469340264,"Religious Organizations,Evangelical Covenant Churches,Churches & Places of Worship",,1601 County Road 39,Southampton,NY,11968
Yeshiva D'monsey Rabbinical College,(845) 352-5852,https://www.yellowpages.com/monsey-ny/mip/yeshiva-dmonsey-rabbinical-college-22807397,"Colleges & Universities,Educational Services,Schools",,2 Roman Blvd,Monsey,NY,10952
Reorganized Church Of Jesus Christ Of Latter Day Saints,(716) 741-3242,https://www.yellowpages.com/clarence-ny/mip/reorganized-church-of-jesus-christ-of-latter-day-saints-28876152,"Religious Organizations,Church of Jesus Christ of Latter-day Saints,Churches & Places of Worship",http://cofchrist.org,5030 Thompson Rd,Clarence,NY,14031
St Ann's Academy,(607) 281-1010,https://www.yellowpages.com/hornell-ny/mip/st-anns-academy-482140961,"Public Schools,Schools,Elementary Schools",http://www.saacademy.org,41 Genesee St,Hornell,NY,14843
C P Smith Elementary School,(802) 864-8479,https://www.yellowpages.com/burlington-vt/mip/c-p-smith-elementary-school-451434481,"Public Schools,Elementary Schools,Preschools & Kindergarten",https://www.bsdvt.org,332 Ethan Allen Pkwy,Burlington,VT,05408
Saint Margaret's Church,(315) 455-1245,https://www.yellowpages.com/syracuse-ny/mip/saint-margarets-church-14291263,Religious Organizations,http://www.stmargchurchmattydale.org,200 Roxbury Rd,Syracuse,NY,13206
Yeshiva Shearith Hapletah - CLOSED,,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-shearith-hapletah-465605697,"Elementary Schools,Schools",,712 Bedford Ave,Brooklyn,NY,11206
New Bread Ministries,(585) 204-9042,https://www.yellowpages.com/dansville-ny/mip/new-bread-ministries-457808926,"Religious Organizations,Non-Denominational Churches,Churches & Places of Worship",,6 W Liberty St,Dansville,NY,14437
Memorial Temple Cogic,(716) 892-6697,https://www.yellowpages.com/buffalo-ny/mip/memorial-temple-cogic-17464596,"Religious Organizations,Baptist Churches,General Baptist Churches",http://www.caoec.org,800 Sycamore St,Buffalo,NY,14212
